934053488703256,久久丫鸭脖（益江路店）200200,44,月售285,http://p1.meituan.net/waimaipoi/a5a1826a00b16c89d4854316f8bad2886194.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥20,配送 ¥4.5,,1,,584m,人均 ¥54,,"[{'info': '满38减3;满59减8;满79减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付50元返5元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",浦东新区益江路125号,08:00-22:30
997670544317175,随缘家常小炒,47,月售138,http://p0.meituan.net/waimaipoi/02a501b0ba2e4891a4906809f7bb58ee24879.jpg,,30分钟,0,起送 ¥20,配送 ¥5,,1,,783m,,,"[{'info': '满25减8;满68减16;满88减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇创新西路797号,"00:00-01:00,10:00-23:59"
891215484880627,福建特色沙县小吃,41,月售294,http://p0.meituan.net/waimaipoi/cdbb593f907fd9583153460076fd1a8397705.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,1.8km,人均 ¥22,,"[{'info': '满26减2;满39减4;满60减8', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",中科路2550号,09:20-22:30
1021868390086481,重庆刘记麻辣烫,0,月售53,http://p1.meituan.net/waimaipoi/fc5c1f68c0adfd71dd58a664d3a25f74203211.jpg,,44分钟,0,起送 ¥15,配送 ¥3,,1,,687m,人均 ¥26,,,益江路135弄40号,"00:01-01:40,10:00-23:59"
1123663409967091,东北吉菜馆（张江店）,45,月售102,http://p1.meituan.net/waimaipoi/ed19ffb5e86008a149d5df2e69ce27a529076.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.3km,人均 ¥34,,"[{'info': '满30减1', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",广兰路1138号-2,10:30-22:30
945220403687175,觅膳源过桥米线,0,月售98,http://p0.meituan.net/waimaipoi/2d1e23607c82195200fca23167888b0836864.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥7,,1,,691m,,,"[{'info': '满20减3;满28减5;满35减7;满43减9;满55减12', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",益江路135弄23号1层1室,09:30-23:30
1087349461421601,miao家水果捞,48,月售481,http://p1.meituan.net/business/0a3e9a7ced0b64fed0e87098e4d481cd1763213.jpg,,40分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.6km,人均 ¥31,,"[{'info': '满25减3;满40减6;满59减10;满90减15;满139减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",德川路369弄136号,10:30-22:30
865716264052913,彭浦第一炸（张江店）,42,月售397,http://p1.meituan.net/business/d2e7a04df1e9e37c997901064a6497bb66314.jpg,,30分钟,0,起送 ¥25,配送 ¥6,,1,,3.5km,人均 ¥27,,"[{'info': '满35减10;满65减15;满100减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",张江镇孙桥路346号,"00:00-02:00,11:00-23:59"
915902956959043,泡泡撞茶（川沙店）,0,月售63,http://p1.meituan.net/waimaipoi/46a9d22e36c378df3c5c22eac040e4e137120.jpg,,60分钟,0,起送 ¥20,配送 ¥8,,1,,8.5km,人均 ¥19,,"[{'info': '满38减8;满58减12;满108减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",川沙绿地广场,09:06-23:00
997421436227348,方泰冷饮批发(盛夏路店),0,月售101,http://p0.meituan.net/waimaipoi/ea188b53a0beb2d069f64f0616e0f03c26624.jpg,,30分钟,1,起送 ¥25,夜间配送 ¥8,,1,,832m,人均 ¥23,,"[{'info': '满50减2;满100减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇盛夏路1083号一层A室,07:50-23:40
1018385171575708,骨汤麻辣烫·黄焖鸡米饭·牛肉面（中科路店）,41,月售188,http://p0.meituan.net/business/17bc99240b2465fe38a7ee3dff2b716f139803.jpg,,36分钟,0,起送 ¥15,配送 ¥5,,1,,1.7km,人均 ¥15,,"[{'info': '满26减13;满40减18;满68减28;满88减30;满105减38', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",中科路2599号,"00:00-01:00,10:00-23:59"
896640028638348,老北京果木烤鸭,0,月售121,http://p1.meituan.net/waimaipoi/efbb1ee45ad26649b49ba83b3e059e50169984.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.3km,人均 ¥52,,"[{'info': '满30减4;满40减10;满100减18', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品9.07折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇孙桥菜市场32号,07:00-23:15
895858344577120,大福小福馄饨世家（万科翡翠店）,43,月售192,http://p0.meituan.net/waimaipoi/4364e78df2f58fee2ca0600cd4c71cb8241664.jpg,,30分钟,0,起送 ¥20,夜间配送 ¥8,,1,,4.9km,人均 ¥21,,"[{'info': '满30减4;满50减6;满90减9', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.98折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",张江镇荣科路363号一层-1号,07:00-22:40
861228023222485,好再来河南滋补烩面（顾唐路店）,43,月售520,http://p0.meituan.net/waimaipoi/c6038d7ad241b9aae0f8cf1f9ed1572030720.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,4.2km,人均 ¥22,,"[{'info': '满26减1;满38减2;满50减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",顾唐路2900弄7号,10:00-23:55
884983487370540,兰州拉面(孙桥店),30,月售301,http://p0.meituan.net/waimaipoi/b546c53ff05a607951ad5af2f2cd051e49152.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥9,,1,,3.1km,人均 ¥24,,"[{'info': '满30减2;满50减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥路254号,07:00-23:58
1112702653367111,小李饭庄,41,月售1027,http://p1.meituan.net/waimaipoi/869a4dd896a179032cce137f2f1bac85575969.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.3km,人均 ¥21,,"[{'info': '满30减14;满45减18;满60减21', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区广兰路1163号（1142号）,09:30-23:59
963572798938743,绝味鸭脖（创新路2店）,0,月售287,http://p1.meituan.net/waimaipoi/bb937d469c2cb7f44ca572797f295fbb35261.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,44分钟,0,起送 ¥30,配送 ¥5,,1,,3.5km,人均 ¥51,,"[{'info': '折扣商品6.89折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇齐爱路508号1层101室,09:30-23:30
1017599192593459,倪氏龙虾（海鲜烧烤上海店）,47,月售932,http://p1.meituan.net/business/dd9eec060e88ff194280c077c9f9a33482405.jpg,,50分钟,0,起送 ¥100,配送 ¥10,,1,,10.4km,,,"[{'info': '满50减25;满168减45', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.83折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付20元返20元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满258元赠送啤酒一', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",浦东新区平度路372号,"00:00-04:00,09:00-23:59"
954102396028206,牛奶棚蛋糕店（张江店）,50,月售34,http://p1.meituan.net/wmproduct/d92e3348a1569b9da1360a5c43047f90148710.jpg,,45分钟,0,起送 ¥20,配送 ¥0,,1,,5.0km,人均 ¥143,,"[{'info': '满100减18;满200减28;满300减38;满400减50', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区祖冲之路1239弄7号地下一层46室,06:00-23:01
1091279356559292,顿记河南烩面,40,月售131,http://p1.meituan.net/waimaipoi/ff5413bc6bf3b5a955732b9d9b162366315392.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,925m,人均 ¥21,,"[{'info': '满10减2;满40减3;满50减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '满68元赠送赠饮料一瓶', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",盛夏路924号–1,"08:32-22:59,22:59-23:59"
972854223290325,家家福海鲜烧烤,0,月售41,http://p0.meituan.net/waimaipoi/06fdc3e98a9c748758437ae10dd0dc93210944.jpg,,32分钟,0,起送 ¥20,配送 ¥5,,1,,2.3km,人均 ¥46,,"[{'info': '满35减5;满68减10;满100减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",广兰路1161号,"00:00-02:00,17:00-23:59"
1054364112590892,鱼谷酸菜鱼（鱼谷美食城店）,0,月售202,http://p1.meituan.net/waimaipoi/f7c314ca2887a9c3bfd510c0e924cee451384.jpg,,38分钟,0,起送 ¥20,配送 ¥6,,1,,2.3km,人均 ¥18,,"[{'info': '满30减20;满45减25;满69减35;满125减40;满165减45', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",唐镇唐安路1008，1010号1-2层,"11:00-14:00,16:00-23:59"
1102450566461131,黑土地东北菜（家乐福店）,50,月售137,http://p0.meituan.net/waimaipoi/3cbe175e24495ebab1ba730075c93e6a500218.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,350m,人均 ¥34,,"[{'info': '本店支持开发票，开票金额120元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张东路2201弄44号,10:00-22:40
1113424207932629,手工铁板小串,44,月售118,http://p0.meituan.net/business/85fbe4378161eb8e4c9d5aabf0ead89f666816.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,620m,,,"[{'info': '满30减8;满50减12;满80减20;满100减28', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇益江路135弄52号1层-1室,11:00-23:59
1066840992587165,小野狼黄焖鸡米饭,43,月售1553,http://p0.meituan.net/business/50b7185290572d208a1f20436f2a212d39586.jpg,,45分钟,0,起送 ¥15,配送 ¥3,,1,,677m,人均 ¥18,,"[{'info': '满28减17;满55减20;满80减25;满100减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.9折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券;领4元券;领5元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付40元返3元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇益江路135弄5号102室,08:30-23:55
902975105340656,碗约麻辣烫（万家美食城店）,42,月售669,http://p0.meituan.net/waimaipoi/814842fd0a9276f218a1048242514ea942915.jpg,,42分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.5km,人均 ¥21,,"[{'info': '满38减18;满45减24;满66减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路369弄128号、130号1层,10:30-23:00
921851486631326,沙县小吃（德川路店）,43,月售183,http://p0.meituan.net/waimaipoi/92f379bd1053aebba72932fa0e2fc94335458.jpg,,38分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.4km,人均 ¥21,,"[{'info': '满26减8;满45减13', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路369弄49号1层，德川路351号1层,10:00-22:30
1051293211019665,徐氏汉东龙虾（上丰路店）,0,月售21,http://p0.meituan.net/waimaipoi/db51ab4c9cfa6cc1d28a4e4273dd97df38744.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,60分钟,0,起送 ¥50,配送 ¥12,,1,,8.5km,,,"[{'info': '满88减15;满138减26;满238减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇上丰路1838号1层137室,"00:00-02:00,15:30-23:59"
1078162526404817,盛世龙虾(博兴路店),48,月售829,http://p0.meituan.net/wmproduct/3a8962e954cdf14cd750af0aeea7cd1a68176.jpg,,51分钟,0,起送 ¥208,配送 ¥20,,1,,12.4km,人均 ¥73,,"[{'info': '满85减23;满188减33;满288减43', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",博兴路1622号博兴宾馆旁边,00:00-23:59
957340801369313,倪春指爱龙虾（金杨旗舰店),47,月售145,http://p1.meituan.net/waimaipoi/4103d274f461a94ff54883f3ba75096a147456.jpg,,42分钟,0,起送 ¥250,配送 ¥12,,1,,11.0km,,,"[{'info': '满68减18;满268减38;满498减58', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领16元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",金杨路35号乙2幢1层11室,"00:00-02:00,10:35-23:59"
1016383716848534,千合小面,0,月售45,http://p0.meituan.net/waimaipoi/36a88f834a5ed13bc239f9b28411eb0d36864.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,3.0km,,,"[{'info': '满10减9;满25减13;满45减20;满60减25;满80减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",张江镇张江路668号1层,08:30-23:30
1007776602368305,阜阳牛肉汤,0,月售65,http://p0.meituan.net/waimaipoi/c53b39dad84debf5d50aadfd23b123c243875.jpg,,38分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.4km,,,"[{'info': '满28减5;满48减8;满88减12', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路383号1层,08:29-23:20
992473633854653,陕风秦味(凉皮肉夹馍),39,月售392,http://p1.meituan.net/waimaipoi/21fa058a69c4269c3958f5eee59ef7b077620.jpg,,30分钟,0,起送 ¥50,配送 ¥10,,1,,5.5km,人均 ¥29,,"[{'info': '满29减15;满69减24;满99减34', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",华夏东路1520弄站4号口（近华东路）,"00:00-07:00,10:00-23:59"
1020313611875449,红烧牛肉面（孙桥店）,50,月售159,http://p0.meituan.net/waimaipoi/2d675722669eb34877bf96cebd0a05ea38912.jpg,,32分钟,0,起送 ¥15,配送 ¥6,,1,,3.9km,人均 ¥25,,"[{'info': '满25减6;满49减15;满69减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇孙桥路461号,00:00-23:59
933731366191103,光明便利no.986,49,月售2522,http://p1.meituan.net/wmproduct/fe40f7ce9f8795dd9ea13fa76a7de61e25583.jpg,,30分钟,0,起送 ¥20,夜间配送 ¥7.5,,1,,3.1km,,,"[{'info': '满30减3;满59减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",孙桥路256,00:00-23:59
1096089719868796,千里香馄饨面馆,0,月售161,http://p0.meituan.net/waimaipoi/5d93413f05fdd592673266c51ca0c04b24576.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥7,,1,,622m,人均 ¥21,,"[{'info': '满30减3;满50减5;满80减8;满100减12', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区益江路135弄－106,07:10-23:20
1098421887161946,松叶家日本料理,43,月售956,http://p0.meituan.net/waimaipoi/c4b177a8563966ebb01fdffad15aef6b702833.jpg,,35分钟,0,起送 ¥30,配送 ¥6,,1,,957m,人均 ¥30,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满25减13;满55减17', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.13折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额50元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",盛夏路906号,09:00-23:00
994298994998222,淮南牛肉汤（建中路店）,40,月售220,http://p0.meituan.net/waimaipoi/2ac39d0827a0dc3ed153b63119f38af618385.jpg,,30分钟,0,起送 ¥25,配送 ¥6,,1,,3.4km,,,"[{'info': '满25减13;满45减21;满60减26', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",建中路242弄250号,08:00-23:00
856688242815518,觅甜记（张江孙桥店）,46,月售1442,http://p1.meituan.net/waimaipoi/f4e8be5ebf081dbadd32d6f5793ca05f369489.png,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,33分钟,0,起送 ¥20,配送 ¥4,,1,,2.6km,人均 ¥22,,"[{'info': '满25减9;满50减13;满75减20;满120减28', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇高木桥路555号102室,10:00-23:00
968099694461834,钟记烧烤,49,月售354,http://p1.meituan.net/waimaipoi/649656665e694015fbc2eab79f65079b159777.jpg,,50分钟,0,起送 ¥40,配送 ¥13,,1,,6.8km,人均 ¥24,,"[{'info': '满28减7;满60减8;满100减10;满200减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品7折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满30元赠送矿泉水', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇科苑路1163号-1,"00:01-02:00,14:00-23:59"
849034611076209,山东水饺（唐镇路店）,0,月售182,http://p0.meituan.net/waimaipoi/6d59af3c4978965f27815e22b09b80c530720.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,2.4km,人均 ¥20,,"[{'info': '满35减5;满45减10;满60减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇唐镇路295号1层,07:30-23:30
965561368794299,山东手工水饺（科苑路店）,41,月售344,http://p0.meituan.net/waimaipoi/c751eaf8fb6c585d1270cec1f65ba97435298.jpg,,41分钟,0,起送 ¥15,夜间配送 ¥11,,1,,6.5km,人均 ¥21,,"[{'info': '满25减10;满50减15;满100减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品9.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇科苑路1159号1层-2,07:30-23:59
846199932698203,正新鸡排（高木桥店）,0,月售0,http://p0.meituan.net/waimaipoi/fc61f5784baeabf46f5a53c6c689d7996895.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,30分钟,1,起送 ¥18,夜间配送 ¥9,,1,,2.6km,,,"[{'info': '满40减18;满50减25;满60减32;满70减36', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.56折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇高木桥路589号一层102室,10:30-23:00
963422475105442,全家（孙桥路店）,48,月售504,http://p0.meituan.net/waimaipoi/b4026a86b3dbaf0ca6649ef883bb88987052.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥20,夜间配送 ¥9,,1,,2.9km,,,"[{'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",孙桥路206号,09:00-23:59
846869947551357,贾记烤猪蹄,0,月售163,http://p0.meituan.net/waimaipoi/b9a02947a53fa284e77fc770291745d1146228.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥7,,1,,682m,人均 ¥39,,"[{'info': '满35减1;满58减3;满100减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",益江路135弄,16:00-23:59
1059831605980581,东域郎烧烤火锅,0,月售176,http://p1.meituan.net/waimaipoi/b3581c1395cdb5ea944f83c84e6489cf239616.jpg,,44分钟,0,起送 ¥40,配送 ¥6,,1,,4.4km,,,"[{'info': '满30减5;满60减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",德川路361号（万家食城）,"00:00-02:55,16:00-23:59"
1097756167212838,千里香馄饨王(孙桥店),0,月售23,http://p0.meituan.net/waimaipoi/041b677d2db2c7d1835e4afe81d20e6222528.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.5km,,,"[{'info': '满30减1', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥路384号,09:30-23:00
